0 1,924112E-06 1,298075E-09 -8,397331E-10 1
470 -4,82425E-07 1,299516E-09 -1,070406E-09 1

471 -4,82425E-07 1,299522E-09 -1,073252E-09 1

472 -4,82425E-07 1,299527E-09 -1,076117E-09 1

473 -4,82425E-07 1,299532E-09 -1,079E-09 1

474 -4,82425E-07 1,299538E-09 -1,081902E-09 1

475 -4,82425E-07 1,299543E-09 -1,084823E-09 1

476 -4,82425E-07 1,299548E-09 -1,087762E-09 1

477 -4,82425E-07 1,299554E-09 -1,09072E-09 1

478 -4,82425E-07 1,299559E-09 -1,093696E-09 1

479 -4,82425E-07 1,299564E-09 -1,096691E-09 1

480 -4,82425E-07 1,29957E-09 -1,099704E-09 1

481 -4,82425E-07 1,299575E-09 -1,102736E-09 1

482 -4,82425E-07 1,299581E-09 -1,105787E-09 1

483 -4,82425E-07 1,299586E-09 -1,108856E-09 1

484 -4,82425E-07 1,299591E-09 -1,111944E-09 1

485 -4,82425E-07 1,299597E-09 -1,11505E-09 1

486 -4,82425E-07 1,299602E-09 -1,118175E-09 1

487 -4,82425E-07 1,299607E-09 -1,121319E-09 1

488 -4,82425E-07 1,299613E-09 -1,124481E-09 1

489 -4,82425E-07 1,299618E-09 -1,127662E-09 1

490 -4,82425E-07 1,299623E-09 -1,130861E-09 1

491 -4,82425E-07 1,299629E-09 -1,134079E-09 1

492 -4,82425E-07 1,299634E-09 -1,137315E-09 1

493 -4,82425E-07 1,299639E-09 -1,14057E-09 1

494 -4,82425E-07 1,299645E-09 -1,143844E-09 1

495 -4,82425E-07 1,29965E-09 -1,147136E-09 1

496 -4,82425E-07 1,299656E-09 -1,150447E-09 1

497 -4,82425E-07 1,299661E-09 -1,153776E-09 1

498 -4,82425E-07 1,299666E-09 -1,157124E-09 1

499 -4,82425E-07 1,299672E-09 -1,16049E-09 1

500 -4,82425E-07 1,299677E-09 -1,163875E-09 1

501 -4,82425E-07 1,299682E-09 -1,167278E-09 1

502 -4,82425E-07 1,299688E-09 -1,1707E-09 1

503 -4,82425E-07 1,299693E-09 -1,174141E-09 1

504 -4,82425E-07 1,299698E-09 -1,1776E-09 1

505 -4,82425E-07 1,299704E-09 -1,181078E-09 1

506 -4,82425E-07 1,299709E-09 -1,184574E-09 1

507 -4,82425E-07 1,299714E-09 -1,188089E-09 1

508 -4,82425E-07 1,29972E-09 -1,191622E-09 1

509 -4,82425E-07 1,299725E-09 -1,195174E-09 1

510 -4,82425E-07 1,29973E-09 -1,198745E-09 1

511 -4,82425E-07 1,299736E-09 -1,202334E-09 1

512 -4,82425E-07 1,299741E-09 -1,205941E-09 1

513 -4,82425E-07 1,299747E-09 -1,209567E-09 1

514 -4,82425E-07 1,299752E-09 -1,213212E-09 1

515 -4,82425E-07 1,299757E-09 -1,216875E-09 1

516 -4,82425E-07 1,299763E-09 -1,220557E-09 1

517 -4,82425E-07 1,299768E-09 -1,224257E-09 1

518 -4,82425E-07 1,299773E-09 -1,227976E-09 1

519 -4,82425E-07 1,299779E-09 -1,231713E-09 1

520 -4,82425E-07 1,299784E-09 -1,235469E-09 1

521 -4,82425E-07 1,299789E-09 -1,239243E-09 1

522 -4,82425E-07 1,299795E-09 -1,243036E-09 1

523 -4,82425E-07 1,2998E-09 -1,246848E-09 1

524 -4,82425E-07 1,299806E-09 -1,250678E-09 1

525 -4,82425E-07 1,299811E-09 -1,254526E-09 1

526 -4,82425E-07 1,299816E-09 -1,258393E-09 1

527 -4,82425E-07 1,299822E-09 -1,262279E-09 1

528 -4,82425E-07 1,299827E-09 -1,266183E-09 1

529 -4,82425E-07 1,299832E-09 -1,270105E-09 1

530 -4,82425E-07 1,299838E-09 -1,274046E-09 1

531 -4,82425E-07 1,299843E-09 -1,278006E-09 1

532 -4,82425E-07 1,299848E-09 -1,281984E-09 1

533 -4,82425E-07 1,299854E-09 -1,285981E-09 1

534 -4,82425E-07 1,299859E-09 -1,289996E-09 1

535 -4,82425E-07 1,299864E-09 -1,294029E-09 1

536 -4,82425E-07 1,29987E-09 -1,298082E-09 1

537 -4,82425E-07 1,299875E-09 -1,302152E-09 1

538 -4,82425E-07 1,299881E-09 -1,306241E-09 1

539 -4,82425E-07 1,299886E-09 -1,310349E-09 1

540 -4,805624E-07 1,299891E-09 -1,314475E-09 1

541 -4,786997E-07 1,299897E-09 -1,31862E-09 1

542 -4,768371E-07 1,299902E-09 -1,322783E-09 1

543 -4,749745E-07 1,299907E-09 -1,326965E-09 1

544 -4,731118E-07 1,299913E-09 -1,331165E-09 1

545 -4,712492E-07 1,299918E-09 -1,335383E-09 1

546 -4,693865E-07 1,299923E-09 -1,33962E-09 1

547 -4,675239E-07 1,299929E-09 -1,343876E-09 1

548 -4,656612E-07 1,299934E-09 -1,34815E-09 1

549 -4,637986E-07 1,29994E-09 -1,352443E-09 1

550 -4,619359E-07 1,299945E-09 -1,356754E-09 1

551 -4,600733E-07 1,29995E-09 -1,361084E-09 1

552 -4,582106E-07 1,299697E-09 -1,291131E-09 1

553 -4,56348E-07 1,299782E-09 -1,305992E-09 1

554 -4,544854E-07 1,299856E-09 -1,313781E-09 1

555 -4,526227E-07 1,2999E-09 -1,319097E-09 1

556 -4,507601E-07 1,299924E-09 -1,323558E-09 1

557 -4,488974E-07 1,299938E-09 -1,32773E-09 1

558 -4,470348E-07 1,299947E-09 -1,331813E-09 1

559 -4,451721E-07 1,299954E-09 -1,335877E-09 1

560 -4,433095E-07 1,2997E-09 -1,265636E-09 1

561 -4,414468E-07 1,299783E-09 -1,280214E-09 1

562 -4,395842E-07 1,299856E-09 -1,287716E-09 1

563 -4,377216E-07 1,2999E-09 -1,292747E-09 1

564 -4,358589E-07 1,299924E-09 -1,296921E-09 1

565 -4,339963E-07 1,299938E-09 -1,300807E-09 1

566 -4,321336E-07 1,299947E-09 -1,304603E-09 1

567 -4,30271E-07 1,299953E-09 -1,30838E-09 1

568 -4,284083E-07 1,299959E-09 -1,312162E-09 1

569 -4,265457E-07 1,299964E-09 -1,315958E-09 1

570 -4,24683E-07 1,299969E-09 -1,319771E-09 1

571 -4,228204E-07 1,299974E-09 -1,323601E-09 1

572 -4,209577E-07 1,299979E-09 -1,32745E-09 1

573 -4,190951E-07 1,299984E-09 -1,331318E-09 1

574 -4,172325E-07 1,299989E-09 -1,335204E-09 1

575 -4,153698E-07 1,299994E-09 -1,339108E-09 1

576 -4,135072E-07 1,299998E-09 -1,343031E-09 1

577 -4,116445E-07 1,299746E-09 -1,27312E-09 1

578 -4,097819E-07 1,299831E-09 -1,287516E-09 1

579 -4,079192E-07 1,299903E-09 -1,294882E-09 1

580 -4,060566E-07 1,299946E-09 -1,29979E-09 1

581 -4,041939E-07 1,29997E-09 -1,303848E-09 1

582 -4,023313E-07 1,299984E-09 -1,307619E-09 1

583 -4,004687E-07 1,299965E-09 -1,310836E-09 1

584 -3,98606E-07 1,299963E-09 -1,314109E-09 1

585 -3,967434E-07 1,299966E-09 -1,317413E-09 1

586 -3,948807E-07 1,299969E-09 -1,320739E-09 1

587 -3,930181E-07 1,299974E-09 -1,324085E-09 1

588 -3,911554E-07 1,299978E-09 -1,327451E-09 1

589 -3,892928E-07 1,299982E-09 -1,330835E-09 1

590 -3,874301E-07 1,299987E-09 -1,334238E-09 1

591 -3,855675E-07 1,299991E-09 -1,337659E-09 1

592 -3,837048E-07 1,299995E-09 -1,341099E-09 1

593 -3,818422E-07 1,3E-09 -1,344557E-09 1

594 -3,799796E-07 1,300004E-09 -1,348034E-09 1

595 -3,781169E-07 1,300009E-09 -1,35153E-09 1

596 -3,762543E-07 1,300013E-09 -1,355044E-09 1

597 -3,743916E-07 1,300018E-09 -1,358577E-09 1

598 -3,72529E-07 1,300022E-09 -1,362128E-09 1

599 -3,706663E-07 1,300026E-09 -1,365697E-09 1

600 -3,688037E-07 1,300031E-09 -1,369286E-09 1

601 -3,66941E-07 1,300035E-09 -1,372893E-09 1

602 -3,650784E-07 1,300039E-09 -1,376518E-09 1

603 -3,632157E-07 1,299786E-09 -1,306309E-09 1

604 -3,613531E-07 1,29987E-09 -1,320408E-09 1

605 -3,594905E-07 1,299683E-09 -1,253516E-09 1

606 -3,576278E-07 1,299805E-09 -1,268929E-09 1

607 -3,557652E-07 1,299896E-09 -1,276387E-09 1

608 -3,539025E-07 1,299948E-09 -1,281069E-09 1

609 -3,520399E-07 1,299975E-09 -1,284791E-09 1

610 -3,501773E-07 1,29999E-09 -1,288193E-09 1

611 -3,483146E-07 1,299999E-09 -1,291498E-09 1

612 -3,46452E-07 1,300005E-09 -1,294786E-09 1

613 -3,445893E-07 1,300009E-09 -1,298083E-09 1

614 -3,427267E-07 1,300014E-09 -1,301399E-09 1

615 -3,40864E-07 1,300018E-09 -1,304739E-09 1

616 -3,390014E-07 1,300022E-09 -1,308103E-09 1

617 -3,371387E-07 1,300026E-09 -1,311492E-09 1

618 -3,352761E-07 1,30003E-09 -1,314905E-09 1

619 -3,334135E-07 1,300034E-09 -1,318343E-09 1

620 -3,315508E-07 1,300038E-09 -1,321806E-09 1

621 -3,296882E-07 1,300042E-09 -1,325294E-09 1

622 -3,278255E-07 1,300046E-09 -1,328807E-09 1

623 -3,259629E-07 1,30005E-09 -1,332344E-09 1

624 -3,241002E-07 1,300054E-09 -1,335906E-09 1

625 -3,222376E-07 1,300058E-09 -1,339493E-09 1

626 -3,203749E-07 1,300062E-09 -1,343105E-09 1

627 -3,185123E-07 1,300065E-09 -1,346742E-09 1

628 -3,166496E-07 1,299809E-09 -1,276086E-09 1

629 -3,14787E-07 1,299891E-09 -1,29026E-09 1

630 -3,129244E-07 1,299937E-09 -1,296921E-09 1

631 -3,110617E-07 1,299973E-09 -1,301187E-09 1

632 -3,091991E-07 1,299993E-09 -1,304629E-09 1

633 -3,073364E-07 1,300005E-09 -1,307796E-09 1

634 -3,054738E-07 1,300012E-09 -1,310884E-09 1

635 -3,036111E-07 1,300018E-09 -1,313959E-09 1

636 -3,017485E-07 1,300022E-09 -1,317047E-09 1

637 -2,998858E-07 1,300026E-09 -1,320155E-09 1

638 -2,980232E-07 1,300029E-09 -1,323286E-09 1

639 -2,961606E-07 1,300033E-09 -1,326441E-09 1

640 -2,942979E-07 1,300036E-09 -1,329621E-09 1

641 -2,924353E-07 1,30004E-09 -1,332826E-09 1

642 -2,905726E-07 1,300043E-09 -1,336055E-09 1

643 -2,8871E-07 1,300047E-09 -1,33931E-09 1

644 -2,868473E-07 1,30005E-09 -1,342589E-09 1

645 -2,849847E-07 1,300054E-09 -1,345893E-09 1

646 -2,83122E-07 1,300057E-09 -1,349222E-09 1

647 -2,812594E-07 1,30006E-09 -1,352576E-09 1

648 -2,793967E-07 1,300064E-09 -1,355954E-09 1

649 -2,775341E-07 1,300067E-09 -1,359358E-09 1

650 -2,756715E-07 1,300071E-09 -1,362786E-09 1

651 -2,738088E-07 1,299814E-09 -1,291921E-09 1

652 -2,719462E-07 1,299895E-09 -1,305888E-09 1

653 -2,700835E-07 1,299966E-09 -1,312787E-09 1

654 -2,682209E-07 1,300008E-09 -1,317222E-09 1

655 -2,663582E-07 1,300031E-09 -1,320807E-09 1

656 -2,644956E-07 1,300018E-09 -1,323653E-09 1

657 -2,626329E-07 1,300018E-09 -1,326482E-09 1

658 -2,607703E-07 1,300021E-09 -1,329315E-09 1

659 -2,589076E-07 1,300024E-09 -1,332161E-09 1

660 -2,57045E-07 1,300027E-09 -1,335025E-09 1

661 -2,551824E-07 1,300029E-09 -1,337907E-09 1

662 -2,533197E-07 1,300032E-09 -1,340807E-09 1

663 -2,514571E-07 1,300035E-09 -1,343725E-09 1

664 -2,495944E-07 1,300038E-09 -1,346662E-09 1

665 -2,477318E-07 1,300041E-09 -1,349618E-09 1

666 -2,458691E-07 1,300044E-09 -1,352592E-09 1

667 -2,440065E-07 1,300044E-09 -1,355592E-09 1

668 -2,421438E-07 1,300046E-09 -1,358618E-09 1

669 -2,402812E-07 1,300049E-09 -1,36167E-09 1

670 -2,384186E-07 1,300051E-09 -1,364746E-09 1

671 -2,365559E-07 1,300054E-09 -1,367848E-09 1

672 -2,346933E-07 1,300057E-09 -1,370974E-09 1

673 -2,328306E-07 1,30006E-09 -1,374125E-09 1

674 -2,30968E-07 1,300035E-09 -1,376828E-09 1

675 -2,291053E-07 1,30003E-09 -1,379631E-09 1

676 -2,272427E-07 1,30003E-09 -1,382485E-09 1

677 -2,2538E-07 1,300032E-09 -1,385374E-09 1

678 -2,235174E-07 1,300034E-09 -1,38829E-09 1

679 -2,216547E-07 1,300037E-09 -1,391232E-09 1

680 -2,197921E-07 1,300039E-09 -1,394199E-09 1

681 -2,179295E-07 1,300042E-09 -1,397191E-09 1

682 -2,160668E-07 1,299786E-09 -1,3259E-09 1

683 -2,142042E-07 1,299868E-09 -1,339422E-09 1

684 -2,123415E-07 1,299939E-09 -1,345871E-09 1

685 -2,104789E-07 1,29998E-09 -1,349848E-09 1

686 -2,086162E-07 1,300002E-09 -1,352969E-09 1

687 -2,067536E-07 1,300014E-09 -1,355802E-09 1

688 -2,048909E-07 1,30002E-09 -1,358545E-09 1

689 -2,030283E-07 1,300024E-09 -1,361269E-09 1

690 -2,011656E-07 1,300028E-09 -1,363999E-09 1

691 -1,99303E-07 1,30003E-09 -1,366742E-09 1

692 -1,974404E-07 1,300033E-09 -1,369502E-09 1

693 -1,955777E-07 1,300035E-09 -1,372281E-09 1

694 -1,937151E-07 1,300038E-09 -1,375078E-09 1

695 -1,918524E-07 1,30004E-09 -1,377893E-09 1

696 -1,899898E-07 1,299783E-09 -1,306767E-09 1

697 -1,881271E-07 1,299864E-09 -1,320291E-09 1

698 -1,862645E-07 1,299934E-09 -1,326741E-09 1

699 -1,844018E-07 1,299975E-09 -1,33072E-09 1

700 -1,825392E-07 1,299996E-09 -1,333843E-09 1

701 -1,806766E-07 1,300007E-09 -1,336677E-09 1

702 -1,788139E-07 1,300013E-09 -1,339422E-09 1

703 -1,769513E-07 1,300017E-09 -1,342147E-09 1

704 -1,750886E-07 1,30002E-09 -1,344878E-09 1

705 -1,73226E-07 1,300022E-09 -1,347623E-09 1

706 -1,713633E-07 1,300025E-09 -1,350385E-09 1

707 -1,695007E-07 1,300027E-09 -1,353164E-09 1

708 -1,67638E-07 1,29977E-09 -1,281662E-09 1

709 -1,657754E-07 1,299852E-09 -1,294982E-09 1

710 -1,639128E-07 1,299923E-09 -1,301235E-09 1

711 -1,620501E-07 1,299964E-09 -1,305024E-09 1

712 -1,601875E-07 1,299985E-09 -1,307963E-09 1

713 -1,583248E-07 1,299996E-09 -1,31062E-09 1

714 -1,564622E-07 1,300002E-09 -1,313194E-09 1

715 -1,545995E-07 1,300006E-09 -1,315755E-09 1

716 -1,527369E-07 1,300008E-09 -1,318328E-09 1

717 -1,508742E-07 1,300011E-09 -1,32092E-09 1

718 -1,490116E-07 1,300013E-09 -1,323537E-09 1

719 -1,47149E-07 1,299754E-09 -1,251867E-09 1

720 -1,452863E-07 1,299834E-09 -1,265028E-09 1

721 -1,434237E-07 1,299904E-09 -1,271121E-09 1

722 -1,41561E-07 1,299944E-09 -1,274749E-09 1

723 -1,396984E-07 1,299965E-09 -1,277528E-09 1

724 -1,378357E-07 1,299976E-09 -1,280024E-09 1

725 -1,359731E-07 1,299982E-09 -1,282437E-09 1

726 -1,341104E-07 1,299985E-09 -1,284837E-09 1

727 -1,322478E-07 1,299987E-09 -1,287249E-09 1

728 -1,303851E-07 1,299989E-09 -1,289681E-09 1

729 -1,285225E-07 1,299991E-09 -1,292136E-09 1

730 -1,266599E-07 1,299993E-09 -1,294616E-09 1

731 -1,247972E-07 1,299995E-09 -1,29712E-09 1

732 -1,229346E-07 1,299996E-09 -1,299649E-09 1

733 -1,210719E-07 1,299998E-09 -1,302203E-09 1

734 -1,192093E-07 1,299741E-09 -1,230473E-09 1

735 -1,173466E-07 1,299823E-09 -1,243565E-09 1

736 -1,15484E-07 1,299893E-09 -1,24959E-09 1

737 -1,136213E-07 1,299933E-09 -1,253151E-09 1

738 -1,117587E-07 1,299954E-09 -1,255862E-09 1

739 -1,09896E-07 1,299964E-09 -1,25829E-09 1

740 -1,080334E-07 1,29997E-09 -1,260636E-09 1

741 -1,061708E-07 1,299973E-09 -1,262969E-09 1

742 -1,043081E-07 1,299715E-09 -1,191004E-09 1

743 -1,024455E-07 1,299794E-09 -1,203864E-09 1

744 -1,005828E-07 1,299864E-09 -1,209655E-09 1

745 -9,872018E-08 1,299904E-09 -1,212981E-09 1

746 -9,685753E-08 1,299924E-09 -1,215457E-09 1

747 -9,499489E-08 1,299934E-09 -1,21765E-09 1

748 -9,313224E-08 1,29994E-09 -1,219761E-09 1

749 -9,12696E-08 1,299943E-09 -1,221858E-09 1

750 -8,940696E-08 1,299944E-09 -1,223967E-09 1

751 -8,754431E-08 1,299946E-09 -1,226097E-09 1

752 -8,568167E-08 1,299947E-09 -1,22825E-09 1

753 -8,381902E-08 1,299949E-09 -1,230426E-09 1

754 -8,195638E-08 1,29995E-09 -1,232628E-09 1

755 -8,009373E-08 1,299951E-09 -1,234855E-09 1

756 -7,823109E-08 1,299952E-09 -1,237106E-09 1

757 -7,636844E-08 1,299953E-09 -1,239383E-09 1

758 -7,45058E-08 1,299955E-09 -1,241684E-09 1

759 -7,264315E-08 1,299956E-09 -1,24401E-09 1

760 -7,078051E-08 1,299698E-09 -1,172044E-09 1

761 -6,891786E-08 1,299779E-09 -1,184901E-09 1

762 -6,705522E-08 1,299848E-09 -1,190692E-09 1

763 -6,519257E-08 1,299888E-09 -1,194019E-09 1

764 -6,332993E-08 1,299909E-09 -1,196496E-09 1

765 -6,146728E-08 1,299658E-09 -1,124381E-09 1

766 -5,960464E-08 1,299741E-09 -1,136988E-09 1

767 -5,774199E-08 1,299811E-09 -1,14249E-09 1

768 -5,587935E-08 1,299852E-09 -1,145514E-09 1

769 -5,40167E-08 1,299872E-09 -1,147684E-09 1

770 -5,215406E-08 1,299882E-09 -1,14957E-09 1

771 -5,029141E-08 1,299887E-09 -1,151372E-09 1

772 -4,842877E-08 1,299889E-09 -1,153161E-09 1

773 -4,656612E-08 1,299891E-09 -1,154961E-09 1

774 -4,470348E-08 1,299892E-09 -1,156782E-09 1

775 -4,284083E-08 1,299893E-09 -1,158626E-09 1

776 -4,097819E-08 1,299893E-09 -1,160495E-09 1

777 -3,911554E-08 1,299894E-09 -1,162388E-09 1

778 -3,72529E-08 1,299895E-09 -1,164306E-09 1

779 -3,539025E-08 1,299896E-09 -1,16625E-09 1

780 -3,352761E-08 1,299896E-09 -1,168218E-09 1

781 -3,166496E-08 1,299897E-09 -1,17021E-09 1

782 -2,980232E-08 1,299898E-09 -1,172228E-09 1

783 -2,793967E-08 1,299899E-09 -1,174271E-09 1

784 -2,607703E-08 1,299899E-09 -1,176339E-09 1

785 -2,421438E-08 1,2999E-09 -1,178432E-09 1

786 -2,235174E-08 1,299642E-09 -1,106248E-09 1

787 -2,235174E-08 1,299723E-09 -1,118886E-09 1

788 -2,235174E-08 1,299791E-09 -1,124457E-09 1

789 -2,235174E-08 1,299831E-09 -1,127562E-09 1

790 -2,235174E-08 1,299851E-09 -1,129818E-09 1

791 -2,235174E-08 1,29986E-09 -1,131792E-09 1

792 -2,235174E-08 1,299865E-09 -1,133683E-09 1

793 -2,235174E-08 1,299867E-09 -1,135561E-09 1

794 -2,235174E-08 1,299868E-09 -1,137451E-09 1

795 -2,235174E-08 1,299869E-09 -1,139361E-09 1

796 -2,235174E-08 1,299869E-09 -1,141295E-09 1

797 -2,235174E-08 1,29987E-09 -1,143252E-09 1

798 -2,235174E-08 1,299871E-09 -1,145234E-09 1

799 -2,235174E-08 1,299871E-09 -1,147242E-09 1

800 -2,235174E-08 1,299872E-09 -1,149274E-09 1

801 -2,235174E-08 1,299872E-09 -1,151331E-09 1

802 -2,235174E-08 1,299873E-09 -1,153413E-09 1

803 -2,235174E-08 1,299873E-09 -1,15552E-09 1

804 -2,235174E-08 1,299874E-09 -1,157652E-09 1

805 -2,235174E-08 1,299874E-09 -1,159808E-09 1

806 -2,235174E-08 1,299875E-09 -1,16199E-09 1

807 -2,235174E-08 1,299875E-09 -1,164197E-09 1

808 -2,235174E-08 1,299876E-09 -1,166428E-09 1

809 -2,235174E-08 1,299876E-09 -1,168685E-09 1

810 -2,235174E-08 1,299877E-09 -1,170966E-09 1

811 -2,235174E-08 1,299877E-09 -1,173273E-09 1

812 -2,235174E-08 1,299878E-09 -1,175604E-09 1

813 -2,235174E-08 1,299878E-09 -1,17796E-09 1

814 -2,235174E-08 1,299879E-09 -1,180341E-09 1

815 -2,235174E-08 1,299879E-09 -1,182747E-09 1

816 -2,235174E-08 1,29988E-09 -1,185178E-09 1

817 -2,235174E-08 1,29988E-09 -1,187634E-09 1

818 -2,235174E-08 1,299881E-09 -1,190115E-09 1

819 -2,235174E-08 1,299881E-09 -1,19262E-09 1

820 -2,235174E-08 1,299882E-09 -1,195151E-09 1

821 -2,235174E-08 1,299882E-09 -1,197706E-09 1

822 -2,235174E-08 1,299883E-09 -1,200286E-09 1

823 -2,235174E-08 1,299883E-09 -1,202891E-09 1

824 -2,235174E-08 1,299884E-09 -1,205521E-09 1

825 -2,235174E-08 1,299885E-09 -1,208176E-09 1

826 -2,235174E-08 1,299885E-09 -1,210856E-09 1

827 -2,235174E-08 1,299886E-09 -1,213561E-09 1

828 -2,235174E-08 1,299886E-09 -1,216291E-09 1

829 -2,235174E-08 1,299887E-09 -1,219045E-09 1

830 -2,235174E-08 1,299887E-09 -1,221825E-09 1

831 -2,235174E-08 1,299888E-09 -1,224629E-09 1

832 -2,235174E-08 1,299888E-09 -1,227458E-09 1

833 -2,235174E-08 1,299889E-09 -1,230312E-09 1

834 -2,235174E-08 1,299889E-09 -1,233191E-09 1

835 -2,235174E-08 1,29989E-09 -1,236095E-09 1

836 -2,048909E-08 1,29989E-09 -1,239023E-09 1

837 -2,048909E-08 1,299863E-09 -1,241617E-09 1

838 -2,048909E-08 1,299855E-09 -1,244068E-09 1

839 -2,048909E-08 1,299852E-09 -1,246368E-09 1

840 -2,048909E-08 1,29985E-09 -1,248519E-09 1

841 -2,048909E-08 1,299848E-09 -1,250519E-09 1

842 -2,048909E-08 1,299846E-09 -1,252368E-09 1

843 -2,048909E-08 1,299845E-09 -1,254067E-09 1

844 -2,048909E-08 1,299844E-09 -1,255615E-09 1

845 -2,048909E-08 1,299842E-09 -1,257012E-09 1

846 -2,048909E-08 1,299841E-09 -1,258258E-09 1

847 -2,048909E-08 1,29984E-09 -1,259354E-09 1

848 -2,048909E-08 1,299838E-09 -1,2603E-09 1

849 -2,048909E-08 1,299837E-09 -1,261094E-09 1

850 -2,048909E-08 1,299835E-09 -1,261624E-09 1

851 -2,048909E-08 1,299833E-09 -1,261907E-09 1

852 -2,048909E-08 1,299831E-09 -1,261947E-09 1

853 -2,048909E-08 1,299829E-09 -1,261749E-09 1

854 -2,048909E-08 1,299827E-09 -1,261311E-09 1

855 -2,048909E-08 1,299825E-09 -1,260749E-09 1

856 -2,048909E-08 1,299823E-09 -1,260046E-09 1

857 -2,048909E-08 1,299822E-09 -1,259195E-09 1

858 -2,048909E-08 1,29982E-09 -1,258195E-09 1

859 -2,048909E-08 1,299819E-09 -1,257045E-09 1

860 -2,048909E-08 1,299818E-09 -1,255744E-09 1

861 -2,048909E-08 1,299816E-09 -1,254293E-09 1

862 -2,048909E-08 1,299815E-09 -1,252692E-09 1

863 -2,048909E-08 1,299813E-09 -1,25094E-09 1

864 -2,048909E-08 1,299812E-09 -1,249038E-09 1

865 -2,048909E-08 1,29981E-09 -1,246985E-09 1

866 -2,048909E-08 1,299809E-09 -1,244782E-09 1

867 -2,048909E-08 1,299808E-09 -1,242428E-09 1

868 -2,048909E-08 1,299806E-09 -1,239925E-09 1

869 -2,048909E-08 1,299805E-09 -1,23727E-09 1

870 -2,048909E-08 1,299803E-09 -1,234466E-09 1

871 -2,048909E-08 1,299802E-09 -1,231511E-09 1

872 -2,048909E-08 1,2998E-09 -1,228406E-09 1

873 -2,048909E-08 1,299799E-09 -1,22515E-09 1

874 -2,048909E-08 1,299801E-09 -1,221745E-09 1

875 -2,048909E-08 1,299801E-09 -1,218189E-09 1

876 -2,048909E-08 1,299799E-09 -1,214483E-09 1

877 -2,048909E-08 1,299798E-09 -1,210626E-09 1

878 -2,048909E-08 1,299797E-09 -1,206619E-09 1

879 -2,048909E-08 1,299795E-09 -1,202462E-09 1

880 -2,048909E-08 1,299794E-09 -1,198155E-09 1

881 -2,048909E-08 1,299793E-09 -1,193697E-09 1

882 -2,048909E-08 1,299792E-09 -1,189195E-09 1

883 -2,048909E-08 1,299791E-09 -1,184633E-09 1

884 -2,048909E-08 1,29979E-09 -1,180005E-09 1

885 -2,048909E-08 1,299789E-09 -1,175309E-09 1

886 -2,048909E-08 1,299789E-09 -1,170546E-09 1

887 -2,048909E-08 1,299788E-09 -1,165713E-09 1

888 -2,048909E-08 1,299788E-09 -1,160812E-09 1

889 -2,048909E-08 1,299787E-09 -1,155843E-09 1

890 -2,048909E-08 1,299787E-09 -1,150805E-09 1

891 -2,048909E-08 1,299786E-09 -1,145698E-09 1

892 -2,048909E-08 1,299785E-09 -1,140523E-09 1

893 -2,048909E-08 1,299785E-09 -1,135279E-09 1

894 -2,048909E-08 1,299784E-09 -1,129967E-09 1

895 -2,048909E-08 1,299784E-09 -1,124708E-09 1

896 -2,048909E-08 1,299784E-09 -1,119484E-09 1

897 -2,048909E-08 1,299784E-09 -1,114289E-09 1

898 -2,048909E-08 1,299785E-09 -1,109121E-09 1

899 -2,048909E-08 1,299785E-09 -1,103979E-09 1

900 -2,048909E-08 1,299785E-09 -1,098863E-09 1

901 -2,048909E-08 1,299785E-09 -1,093772E-09 1

902 -2,048909E-08 1,299786E-09 -1,088706E-09 1

903 -2,048909E-08 1,299786E-09 -1,083667E-09 1

904 -2,048909E-08 1,299786E-09 -1,078652E-09 1

905 -2,048909E-08 1,299786E-09 -1,073663E-09 1

906 -2,048909E-08 1,299787E-09 -1,0687E-09 1

907 -2,048909E-08 1,299787E-09 -1,063762E-09 1

908 -2,048909E-08 1,299787E-09 -1,058849E-09 1

909 -2,048909E-08 1,299787E-09 -1,053962E-09 1

910 -2,048909E-08 1,299787E-09 -1,049101E-09 1

911 -2,048909E-08 1,299788E-09 -1,044265E-09 1

912 -2,048909E-08 1,299788E-09 -1,039454E-09 1

913 -2,048909E-08 1,299788E-09 -1,034669E-09 1

914 -2,048909E-08 1,299788E-09 -1,029909E-09 1

915 -2,048909E-08 1,299789E-09 -1,025175E-09 1

916 -2,048909E-08 1,299789E-09 -1,020467E-09 1

917 -2,048909E-08 1,299789E-09 -1,015783E-09 1

918 -2,048909E-08 1,299789E-09 -1,011125E-09 1

919 -2,048909E-08 1,29979E-09 -1,006493E-09 1

